Flares,Start Time,End Time,NOAA
M1.9,2015-05-05 09:42:00,2015-05-05 09:51:00,12339
M1.2,2015-05-05 13:45:00,2015-05-05 13:56:00,12339
M1.9,2015-05-06 11:45:00,2015-05-06 11:51:00,12339
M1.3,2015-06-13 07:20:00,2015-06-13 07:47:00,12360
M2.0,2015-06-14 00:52:00,2015-06-14 01:09:00,12360
M1.2,2015-06-18 00:33:00,2015-06-18 01:55:00,12365
M1.0,2015-06-11 08:49:00,2015-06-11 08:59:00,12367
M3.8,2015-06-21 09:38:00,2015-06-21 09:50:00,12367
M1.1,2015-06-21 18:10:00,2015-06-21 18:28:00,12367
M3.0,2015-06-18 16:30:00,2015-06-18 18:25:00,12371
M1.0,2015-06-20 06:28:00,2015-06-20 07:09:00,12371
M2.0,2015-06-21 01:02:00,2015-06-21 02:00:00,12371
M2.6,2015-06-21 02:06:00,2015-06-21 03:02:00,12371
M6.5,2015-06-22 17:39:00,2015-06-22 18:51:00,12371
M7.9,2015-06-25 08:02:00,2015-06-25 09:05:00,12371
M1.5,2015-07-03 12:47:00,2015-07-03 12:53:00,12378
M1.0,2015-07-06 08:24:00,2015-07-06 08:59:00,12381
M1.7,2015-07-06 20:32:00,2015-07-06 20:50:00,12381
M1.2,2015-08-21 01:56:00,2015-08-21 02:37:00,12403
M1.4,2015-08-21 09:34:00,2015-08-21 10:07:00,12403
M1.1,2015-08-21 19:10:00,2015-08-21 20:50:00,12403
M1.2,2015-08-22 06:39:00,2015-08-22 06:59:00,12403
M3.5,2015-08-22 21:19:00,2015-08-22 21:28:00,12403
M5.6,2015-08-24 07:26:00,2015-08-24 07:35:00,12403
M1.0,2015-08-24 17:40:00,2015-08-24 17:49:00,12403
M2.9,2015-08-27 04:48:00,2015-08-27 06:03:00,12403
M2.2,2015-08-28 13:04:00,2015-08-28 13:23:00,12403
M2.1,2015-08-28 18:56:00,2015-08-28 19:06:00,12403
M1.4,2015-08-30 02:01:00,2015-08-30 04:23:00,12403
M1.1,2015-09-17 09:34:00,2015-09-17 09:45:00,12415
M2.1,2015-09-20 17:32:00,2015-09-20 18:29:00,12415
M1.5,2015-09-20 04:55:00,2015-09-20 05:17:00,12420
M1.9,2015-09-27 10:20:00,2015-09-27 10:46:00,12422
M1.0,2015-09-27 20:54:00,2015-09-27 21:15:00,12422
M1.1,2015-09-28 07:27:00,2015-09-28 07:46:00,12422
M1.1,2015-09-28 13:01:00,2015-09-28 13:29:00,12422
M7.6,2015-09-28 14:53:00,2015-09-28 15:03:00,12422
M1.1,2015-09-29 03:41:00,2015-09-29 03:53:00,12422
M2.9,2015-09-29 05:05:00,2015-09-29 05:23:00,12422
M1.0,2015-09-29 05:53:00,2015-09-29 06:04:00,12422
M1.4,2015-09-29 06:39:00,2015-09-29 06:46:00,12422
M1.6,2015-09-29 11:09:00,2015-09-29 11:20:00,12422
M1.1,2015-09-29 19:20:00,2015-09-29 19:27:00,12422
M1.3,2015-09-30 10:49:00,2015-09-30 11:13:00,12422
M1.1,2015-09-30 13:18:00,2015-09-30 13:21:00,12422
M4.5,2015-10-01 13:03:00,2015-10-01 13:14:00,12422
M5.5,2015-10-02 00:06:00,2015-10-02 00:17:00,12422
M1.0,2015-10-02 12:19:00,2015-10-02 12:31:00,12422
M1.0,2015-10-02 17:08:00,2015-10-02 17:23:00,12422
M1.0,2015-10-04 02:34:00,2015-10-04 02:48:00,12422
M3.6,2015-09-28 03:45:00,2015-09-28 03:59:00,12423
M1.2,2015-09-29 03:11:00,2015-09-29 03:31:00,12423
M1.2,2015-09-29 05:33:00,2015-09-29 05:39:00,12423
M1.3,2015-09-29 08:46:00,2015-09-29 08:55:00,12423
M1.1,2015-10-15 23:27:00,2015-10-15 23:37:00,12434
M1.1,2015-10-16 06:11:00,2015-10-16 06:20:00,12434
M1.1,2015-10-17 20:09:00,2015-10-17 20:28:00,12437
M1.5,2015-10-17 20:35:00,2015-10-17 20:46:00,12437
M1.0,2015-10-31 17:48:00,2015-10-31 17:55:00,12443
M3.7,2015-11-04 13:31:00,2015-11-04 14:13:00,12443
M1.9,2015-11-04 03:20:00,2015-11-04 03:29:00,12445
M2.5,2015-11-04 11:55:00,2015-11-04 12:06:00,12445
M3.9,2015-11-09 12:49:00,2015-11-09 13:28:00,12449
M2.8,2015-12-21 00:52:00,2015-12-21 01:11:00,12472
M1.1,2015-12-21 10:09:00,2015-12-21 10:32:00,12472
M1.6,2015-12-22 03:15:00,2015-12-22 03:48:00,12473
M4.7,2015-12-23 00:23:00,2015-12-23 00:52:00,12473
M1.1,2015-12-24 01:49:00,2015-12-24 02:22:00,12473
M1.8,2015-12-28 11:20:00,2015-12-28 14:09:00,12473
M2.3,2016-01-01 23:10:00,2016-01-02 01:01:00,12473
M1.0,2016-02-12 10:36:00,2016-02-12 10:53:00,12497
M1.8,2016-02-13 15:16:00,2016-02-13 15:26:00,12497
M1.0,2016-02-14 19:18:00,2016-02-14 19:29:00,12497
M1.1,2016-02-15 10:41:00,2016-02-15 11:06:00,12497
M6.7,2016-04-18 00:14:00,2016-04-18 00:39:00,12529
M1.2,2016-07-21 00:42:00,2016-07-21 00:50:00,12567
M1.0,2016-07-21 01:34:00,2016-07-21 02:04:00,12567
M5.0,2016-07-23 01:46:00,2016-07-23 02:23:00,12567
M7.6,2016-07-23 05:00:00,2016-07-23 05:24:00,12567
M5.5,2016-07-23 05:27:00,2016-07-23 05:33:00,12567
M2.0,2016-07-24 06:09:00,2016-07-24 06:32:00,12567
M1.9,2016-07-24 17:30:00,2016-07-24 18:12:00,12567
M1.0,2016-11-29 17:19:00,2016-11-29 17:26:00,12615
M1.2,2016-11-29 23:29:00,2016-11-29 23:40:00,12615
M4.4,2017-04-01 21:35:00,2017-04-01 22:05:00,12644
M5.3,2017-04-02 07:50:00,2017-04-02 08:13:00,12644
M2.3,2017-04-02 12:52:00,2017-04-02 13:11:00,12644
M2.1,2017-04-02 18:18:00,2017-04-02 19:28:00,12644
M5.7,2017-04-02 20:26:00,2017-04-02 20:38:00,12644
M1.2,2017-04-03 00:56:00,2017-04-03 01:12:00,12644
M5.8,2017-04-03 14:19:00,2017-04-03 14:34:00,12644
M1.3,2017-07-09 03:09:00,2017-07-09 03:37:00,12665
M2.4,2017-07-14 01:07:00,2017-07-14 03:24:00,12665
M1.1,2017-08-20 01:36:00,2017-08-20 02:03:00,12672
M1.2,2017-09-04 05:36:00,2017-09-04 06:05:00,12673
M1.5,2017-09-04 15:11:00,2017-09-04 15:33:00,12673
M1.0,2017-09-04 18:05:00,2017-09-04 18:31:00,12673
M1.7,2017-09-04 18:46:00,2017-09-04 19:52:00,12673
M1.5,2017-09-04 19:59:00,2017-09-04 20:06:00,12673
M5.5,2017-09-04 20:28:00,2017-09-04 20:37:00,12673
M2.1,2017-09-04 22:10:00,2017-09-04 22:19:00,12673
M4.2,2017-09-05 01:03:00,2017-09-05 01:11:00,12673
M1.0,2017-09-05 03:42:00,2017-09-05 04:04:00,12673
M3.2,2017-09-05 04:33:00,2017-09-05 05:07:00,12673
M3.8,2017-09-05 06:33:00,2017-09-05 06:43:00,12673
M2.3,2017-09-05 17:37:00,2017-09-05 17:51:00,12673
M2.5,2017-09-06 15:51:00,2017-09-06 16:03:00,12673
M1.4,2017-09-06 19:21:00,2017-09-06 19:35:00,12673
M2.4,2017-09-07 04:59:00,2017-09-07 05:08:00,12673
M1.4,2017-09-07 09:49:00,2017-09-07 09:58:00,12673
M7.3,2017-09-07 10:11:00,2017-09-07 10:18:00,12673
M3.9,2017-09-07 23:50:00,2017-09-08 00:14:00,12673
M1.3,2017-09-08 02:19:00,2017-09-08 02:29:00,12673
M1.2,2017-09-08 03:39:00,2017-09-08 03:45:00,12673
M8.1,2017-09-08 07:40:00,2017-09-08 07:58:00,12673
M2.9,2017-09-08 15:09:00,2017-09-08 16:04:00,12673
M2.1,2017-09-08 23:33:00,2017-09-08 23:56:00,12673
M1.1,2017-09-09 04:14:00,2017-09-09 04:43:00,12673
M3.7,2017-09-09 10:50:00,2017-09-09 11:42:00,12673
M1.1,2017-09-09 22:04:00,2017-09-10 00:41:00,12673
M1.1,2017-10-20 23:10:00,2017-10-20 23:37:00,12685
