Predicted Label,label,flare,timestamp,NOAA,HARP,TOTUSJH,SAVNCPP,ABSNJZH,TOTPOT,TOTUSJZ,TOTBSQ,USFLUX,Cdec,Chis1d,Chis,Edec,Mhis,Xmax1d,Mdec,AREA_ACR,MEANPOT,Mhis1d,SHRGT45,TOTFX,MEANSHR
Negative,Negative,N,2017-08-30T20:58:42.60Z,12673,7115,-0.520643535174978,-0.504754938678043,-0.319391154070685,-0.573454924934095,-0.218295901180704,-0.179571074449819,-0.607281339110215,0,0,0,0,0,0,0,2.60640492283349,0.677566262013333,0,1.74425294015735,0.618817445810034,1.24717026202621
Negative,Negative,N,2017-08-30T21:58:42.60Z,12673,7115,-0.519128855384754,-0.498346526551788,-0.311432612130363,-0.568448841618678,-0.215437665764157,-0.169411358145635,-0.604466776862246,0,0,0,0,0,0,0,2.61573312757524,0.743283913553511,0,1.73267603984711,0.632637774750848,1.22746007153555
Negative,Negative,N,2017-08-30T22:58:42.70Z,12673,7115,-0.524298111495697,-0.500416075296232,-0.229677457054811,-0.566186470134098,-0.209766118081027,-0.169484118341637,-0.609704295339299,0,0,0,0,0,0,0,2.53474077801368,0.73048932652799,0,1.78760473706378,0.614153513462761,1.23109724325115
Negative,Negative,N,2017-08-30T23:58:42.70Z,12673,7115,-0.50946043191799,-0.499828651310666,-0.361839106433197,-0.566832517365742,-0.210804965923976,-0.17368527396086,-0.615489895090168,0,0,0,0,0,0,0,2.50247346583378,0.83575388341978,0,1.69572848566548,0.604311244465209,1.23091531575344
Negative,Negative,N,2017-08-31T00:58:42.70Z,12673,7115,-0.512872699358509,-0.497646122576349,-0.344290192094511,-0.559069941909589,-0.198984562089334,-0.163069323410632,-0.609908025759275,0,0,0,0,0,0,0,2.51642090183861,0.817725147156545,0,1.76691410672208,0.605271465830824,1.25561197356773
Negative,Negative,N,2017-08-31T01:58:42.80Z,12673,7115,-0.521034420282133,-0.502205045072193,-0.413878464187666,-0.572618404891088,-0.220609443403922,-0.161701559081289,-0.611799573201489,0,0,0,0,0,0,0,2.66656959986237,0.807838420818642,0,1.8289859977472,0.605580108412628,1.1894937322973
Negative,Negative,N,2017-08-31T02:58:42.80Z,12673,7115,-0.531019939320517,-0.502556002658572,-0.320953519452348,-0.572576984368649,-0.222524292671196,-0.163044455577637,-0.610345962339133,0,0,0,0,0,0,0,2.59753290768761,0.779922958217504,0,1.86412722705772,0.621458054565475,1.16412449403692
Negative,Negative,N,2017-08-31T03:58:42.80Z,12673,7115,-0.519989400914026,-0.50260169838696,-0.373920789900577,-0.562265122037046,-0.20582972706531,-0.158673917171407,-0.603811290157423,0,0,0,0,0,0,0,2.72317948801852,0.820633007844164,0,1.86141773975107,0.636135724011303,1.27104548962356
Negative,Negative,N,2017-08-31T04:58:42.80Z,12673,7115,-0.51275004918458,-0.505707064949392,-0.333297643175961,-0.560873659381141,-0.196665404472371,-0.172893256940179,-0.603175085231465,0,0,0,0,0,0,0,2.80411948795433,0.74619177424113,0,1.80246586441239,0.615833900852588,1.40069088356066
Negative,Negative,N,2017-08-31T05:58:42.80Z,12673,7115,-0.521948812229227,-0.508019124882291,-0.371653294109981,-0.567967963211331,-0.169913668667985,-0.170486540019386,-0.600117969063721,0,0,0,0,0,0,0,2.79366451983918,0.779341386079981,0,1.91560748588411,0.545017575138489,1.53088481646814
