Predicted Label,Label,flare,timestamp,NOAA,HARP,TOTUSJH,TOTUSJZ,TOTPOT,TOTBSQ,USFLUX,Cdec,Chis1d,Chis,AREA_ACR,SAVNCPP,ABSNJZH,Edec,Xmax1d,Mhis,R_VALUE,Mdec,MEANPOT,Mhis1d,TOTFX,TOTFZ,MEANSHR,SHRGT45
Negative,Negative,C1.0,2015-04-04T15:34:17.40Z,12320,5415,0.408363725734127,-0.3057725049508,0.506797227617139,-0.145607446118547,0.107123287449523,0,0,0,-0.517921702240959,0.65512930054695,0.011891687620552,0,0,0,-0.405640109567206,0,1.09455348461783,0,2.72448001974291,-3.34436955729468,0.173690522918114,-0.452977054185691
Negative,Negative,C1.0,2015-04-04T17:34:17.40Z,12320,5415,0.467315581690715,-0.260085661436004,0.4828092531847,-0.112756435468918,0.200801651556262,0,0,0,-0.479448715853659,0.711111964956009,-0.083101355200127,0.001507691169378,0.000924731182796,0,-0.458036224510177,0,1.12653995218163,0,2.64210674402123,-3.1829229184684,0.206148042396127,-0.47358557885144
Negative,Negative,C1.0,2015-04-04T18:34:17.40Z,12320,5415,0.450348974297255,-0.170885131785986,0.416114513076432,-0.108932084494394,0.215470908101773,0,0,0,-0.388362112026798,0.644360940238226,-0.094595729411829,0.001387142839372,0.000924731182796,0,-0.497857271866836,0,1.17713672814619,0,2.83082453598476,-3.01534475318326,0.302693657658751,-0.551175442632845
Negative,Negative,C3.0,2015-04-04T21:34:17.50Z,12320,5415,0.547143893268193,-0.359697131090499,0.579848247153928,0.000234350895141,0.349511671837246,0.100657174988465,0.055555555555556,0.011494252873563,-0.400934248577854,0.991816866548191,-0.367084767664328,0.001997390037727,0.001075268817204,0,-0.431653239574187,0,1.18818659875914,0,3.02427484753596,-3.42453546521155,0.118252252706497,-0.468577132617931
Negative,Negative,C3.0,2015-04-04T22:34:17.50Z,12320,5415,0.568423199866867,-0.417984918170587,0.568880277587709,0.010126520149727,0.345674706426612,0.092609071640504,0.055555555555556,0.011494252873563,-0.371012698199664,0.970142698936693,-0.133559199764164,0.001837687548047,0.001075268817204,0,-0.415564550162286,0,1.10502178309325,0,2.99296477229288,-3.29313837341101,0.079042742233886,-0.450349672554998
Negative,Negative,C3.0,2015-04-04T23:34:17.60Z,12320,5415,0.623758371426388,-0.303610578358716,0.584394752578494,0.051003607141299,0.4046424399743,0.085204459106852,0.055555555555556,0.011494252873563,-0.309743194783415,0.997605471889235,-0.22860344313683,0.001690754164414,0.001075268817204,0,-0.368038191784602,0,1.14340554416982,0,3.05815694429409,-3.14425883013681,0.157707089653294,-0.430397993296922
Negative,Negative,C3.0,2015-04-05T00:34:17.60Z,12320,5415,0.677858066843653,-0.386050173938943,0.655521539914256,0.075617399470721,0.436509712297714,0.078391886702772,0.055555555555556,0.011494252873563,-0.297220167166996,1.04499302165466,-0.256278838577573,0.00155556892548,0.001075268817204,0,-0.336415595354315,0,1.14980283768258,0,3.08020774208303,-3.04863742164178,0.099804528790862,-0.402810486174645
Negative,Negative,C3.0,2015-04-05T01:34:17.60Z,12320,5415,0.730958612063548,-0.329621082188674,0.708025516647223,0.104079338140473,0.479114584453589,0.07212401751314,0.055555555555556,0.011494252873563,-0.277571109065607,1.09565339303756,-0.068522222585861,0.001431192501459,0.001075268817204,0,-0.357867181236849,0,1.19167603158429,0,3.05976874444352,-3.0610524958767,-0.012739680361392,-0.407654721056236
Negative,Negative,C3.0,2015-04-05T02:34:17.70Z,12320,5415,0.734690966543343,-0.364964370423941,0.735607889080141,0.111759208667266,0.515731998679603,0.066357299473592,0.055555555555556,0.011494252873563,-0.330781262954847,1.21060657483629,0.130551961033061,0.001316760667227,0.001075268817204,0,-0.3880103579511,0,1.19865489723457,0,3.04042714265042,-3.11552680119316,0.013937506348435,-0.428509562749862
Negative,Negative,C3.0,2015-04-05T03:34:17.70Z,12320,5415,0.769616351436433,-0.393024492971069,0.828588493075102,0.144382990330765,0.559507914796508,0.061051662750564,0.055555555555556,0.011494252873563,-0.331011601308171,1.28513594802888,0.13559761075117,0.001211478297286,0.001075268817204,0,-0.336107382913474,0,1.16666842967077,0,3.08130513792945,-3.12718176884226,0.09033327300093,-0.380641953665673
Negative,Negative,C3.0,2015-04-05T04:34:17.70Z,12320,5415,0.875315872465767,-0.338942635806492,0.959417805188485,0.179052838307424,0.560581654872798,0.056170241317489,0.055555555555556,0.011494252873563,-0.26100993103199,1.28132917002613,-0.078587472618437,0.001114613840862,0.001075268817204,0,-0.308491548214119,0,1.18586031020905,0,3.26011207365502,-3.03323259483601,0.123000284749034,-0.371692434986124
Negative,Negative,C3.0,2015-04-05T05:34:17.70Z,12320,5415,0.813514144988139,-0.209154040162748,0.814885331884644,0.156643636347857,0.578736625993827,0.051679116792537,0.055555555555556,0.011494252873563,-0.161066269095181,1.1041815832286,-0.192978188890313,0.001025494238754,0.001075268817204,0,-0.344305833839845,0,1.14922126554506,0,3.18229984942002,-2.60701549528555,0.219997962278698,-0.3974736172373
Negative,Negative,C3.0,2015-04-05T06:34:17.80Z,12320,5415,0.762508624283887,-0.406630592016836,0.802516660884282,0.155236358305439,0.592873481695073,0.047547082757951,0.055555555555556,0.011494252873563,-0.211183557238006,1.10981403151358,-0.31128200465873,0.0009435002466,0.001075268817204,0,-0.358668533583036,0,1.15561855905782,0,2.90976844968639,-2.43811981191833,0.085169012895447,-0.398623096700728
Negative,Negative,C3.0,2015-04-05T07:34:17.80Z,12320,5415,0.777881776572159,-0.409550596764586,0.885134948553146,0.171989636415556,0.587009534088139,0.043745427923371,0.055555555555556,0.011494252873563,-0.286486499615683,1.19093366424287,0.024005408860228,0.000868062132086,0.001075268817204,0,-0.311327102669857,0,1.20505219074733,0,2.75424688207697,-2.54868998326765,0.041735201055528,-0.337043839731359
Negative,Negative,C3.0,2015-04-05T08:34:17.80Z,12320,5415,0.827690710213694,-0.324033765411729,1.02358676597927,0.198157835880185,0.619426781313994,0.040247736626467,0.055555555555556,0.011494252873563,-0.308056290414431,1.24323044643453,0.31761811811904,0.000798655716177,0.001075268817204,0,-0.248944904643636,0,1.18934974303419,0,2.75825923564044,-2.55923012792423,0.126280492662311,-0.239255979664002
Negative,Negative,C3.0,2015-04-05T09:34:17.70Z,12320,5415,0.873041359890717,-0.193346706768679,1.08998329885659,0.214557870109209,0.628958294362061,0.037029705284653,0.055555555555556,0.011494252873563,-0.247505223290691,1.1982478592561,-0.00429337575733,0.00073479873088,0.001075268817204,0,-0.170720587158188,0,1.15910799188296,0,2.91885625903953,-2.4330017609072,0.203465990043506,-0.176937771611001
Negative,Negative,C3.0,2015-04-05T10:34:17.70Z,12320,5415,0.814255031811139,-0.280048386201872,0.920106803780993,0.217483359519132,0.691878271047623,0.034068973522515,0.055555555555556,0.011494252873563,-0.116493803455581,1.05631908573505,-0.212577071528262,0.000676047468223,0.001075268817204,0,-0.143536249876011,0,1.17422886745857,0,3.04814320719553,-2.07590368689316,0.167058438683371,-0.172586170785165
Negative,Negative,C3.0,2015-04-05T11:34:17.70Z,12320,5415,0.738237850028417,-0.114837886810423,0.802541297626253,0.19747078658584,0.69740401921464,0.031344968801544,0.055555555555556,0.011494252873563,-0.084253164656427,0.984522820832525,0.109377388893195,0.000621993697163,0.001075268817204,0,-0.181323095123119,0,1.11549008156868,0,3.07544092887516,-1.82020383142631,0.286695063769121,-0.215281122283928
Negative,Negative,C3.0,2015-04-05T12:34:17.70Z,12320,5415,0.791000359403094,-0.100411940277788,0.877779854543884,0.21662337489021,0.755684813067033,0.028838763472591,0.055555555555556,0.011494252873563,-0.078450333283408,0.998679861219689,0.210090820870002,0.000572261827009,0.001075268817204,0,-0.110187663777013,0,1.12712152431915,0,3.08734081508474,-1.70537706319645,0.291476173538515,-0.180878844057041
Negative,Negative,C3.0,2015-04-05T13:34:17.60Z,12320,5415,0.830350124960585,-0.125855289339433,0.928531543004163,0.223519003783457,0.78103081996778,0.026532943257773,0.055555555555556,0.011494252873563,-0.093027460500895,1.04370922355316,0.048645749358229,0.000526506297646,0.001075268817204,0,-0.12676949309426,0,1.08466675827992,0,3.07444641388934,-1.80069442905716,0.269538749439512,-0.180057787297449
Negative,Negative,C3.0,2015-04-05T14:34:17.60Z,12320,5415,0.924868537044702,-0.176354525294272,1.12434026206608,0.26806292313085,0.799262909978251,0.024411486247991,0.055555555555556,0.011494252873563,-0.137741020846103,1.15345165308007,0.057639979657151,0.000484409178416,0.001075268817204,0,-0.05101087513554,0,1.02592797239003,0,3.00040648787639,-1.94283436060383,0.219332273025709,-0.103945825683309
Negative,Negative,C3.0,2015-04-05T15:34:17.60Z,12320,5415,0.995305634491614,-0.191510473013844,1.2813517584437,0.275007818485692,0.794079174831647,0.022459651575265,0.055555555555556,0.011494252873563,-0.257871446325988,1.30403167143081,0.085570180184094,0.000445677958997,0.001075268817204,0,-0.087873083060124,0,1.07594317621707,0,2.82859545067173,-2.14902594044818,0.191763365929374,-0.107230052721675
Negative,Negative,C3.0,2015-04-05T16:34:17.60Z,12320,5415,0.923651009708386,-0.240903476400784,1.15104905668995,0.247029830635958,0.810744185975794,0.020663876986343,0.055555555555556,0.011494252873563,-0.298820570011518,1.28264750978058,0.08096213050533,0.000410043516898,0.001075268817204,0,-0.100201580693765,0,1.03058054949022,0,2.70205199213176,-2.08907886771388,0.165263972001402,-0.103699508655432
Negative,Negative,C3.0,2015-04-05T17:34:17.60Z,12320,5415,0.909267036058627,-0.142965394082499,1.05653378897637,0.226233686361115,0.801047088183924,0.019011684605872,0.055555555555556,0.011494252873563,-0.22901807759714,1.18437866597689,-0.030066565895331,0.000377258247477,0.001075268817204,0,-0.106057617069744,0,1.04686456934088,0,2.7368943102555,-1.94602680826424,0.232701187630241,-0.145655509070561
Negative,Negative,C3.0,2015-04-05T19:34:17.60Z,12320,5415,0.967073159902662,0.056813469207314,1.07521767816864,0.250143336950333,0.864936573111309,0.016093043578255,0,0.011494252873563,-0.125042248057505,1.13090314987815,0.119108038827264,0.000980000773586,0.000806451612903,0,0.004405721727674,0,0.982891634213276,0,3.08092790810724,-1.81224804916149,0.368058002404578,-0.045650795752306
Negative,Negative,C3.0,2015-04-05T20:34:17.60Z,12320,5415,0.967262619520925,-0.21826220881823,1.17866992403219,0.252590237876194,0.868176469684349,0.01480631485856,0,0.011494252873563,-0.266957596369599,1.29232924725676,-0.072705547217886,0.00090164423807,0.000806451612903,0,-0.039730299800759,0,1.04860928575345,0,3.01889074916448,-2.01590594038647,0.180220617495049,-0.047375014947449
Negative,Negative,C3.0,2015-04-05T21:34:17.60Z,12320,5415,0.903973135461984,-0.117241275333571,1.07232542731433,0.237902464547078,0.88674434891238,0.116827790791808,0.055555555555556,0.022988505747127,-0.26628752115993,1.25325112388033,0.206318448036815,0.003650447202094,0.003225806451613,0,-0.075482942938316,0,1.07885103690469,0,2.88651737519043,-1.93011524373459,0.237101903540785,-0.079806756951317
Negative,Negative,C3.0,2015-04-05T22:34:17.70Z,12320,5415,0.935593945750201,-0.106588873398029,1.09433322361085,0.245906421253203,0.919721310642286,0.107486756391486,0.055555555555556,0.022988505747127,-0.22493605320788,1.21668158804975,-0.064531573715259,0.003358573559185,0.003225806451613,0,-0.031346921409883,0,0.922989704048335,0,2.88103039595834,-1.79076236966923,0.249136683162101,-0.052876095236712
Negative,Negative,C3.0,2015-04-05T23:34:17.70Z,12320,5415,0.940548813345739,-0.095498470750324,1.10199986975295,0.250722469233566,0.918330760409953,0.098892589864609,0.055555555555556,0.022988505747127,-0.184511921483497,1.17196669868173,-0.004908530927247,0.00309003684425,0.003225806451613,0,-0.001142102207464,0,0.889258520071961,0,2.90692207920974,-1.6424402378913,0.262347100325445,-0.053615046320345
Negative,Negative,C3.0,2015-04-06T00:34:17.70Z,12320,5415,0.931608313675463,-0.286444319678193,1.06644956435425,0.258030662849418,0.924250236907693,0.090985574953162,0.055555555555556,0.022988505747127,-0.141412225315149,1.1315450489289,-0.048446216675455,0.002842971139551,0.003225806451613,0,0.008720695899448,0,1.0078992361268,0,2.88572862192581,-1.52786683852338,0.1551573482081,-0.032513887598841
Negative,Negative,C3.0,2015-04-06T01:34:17.80Z,12320,5415,0.925851732747903,-0.316840446023522,1.0721971109499,0.25677654652774,0.963329631577353,0.083710770047495,0.055555555555556,0.022988505747127,-0.147204836046949,1.12271893698112,0.023007447224145,0.002615659717897,0.003225806451613,0,0.020802623580416,0,0.975331196425468,0,2.85222375498989,-1.49021622563953,0.136712380769703,-0.014204321859949
Negative,Negative,C3.0,2015-04-06T02:34:17.80Z,12320,5415,0.905871720268164,-0.430383707561033,1.06313078990457,0.251288530822907,0.979026138053492,0.077017626426517,0.055555555555556,0.022988505747127,-0.187857561137131,1.15607178138026,-0.061963162399831,0.002406523114022,0.003225806451613,0,-0.02049784349228,0,1.02360168383994,0,2.81186016401387,-1.53759620282176,0.068952657304012,-0.029804400292189
Negative,Negative,C3.0,2015-04-06T03:34:17.80Z,12320,5415,0.865704286884482,-0.298006415400534,1.06793957397803,0.212700155846499,1.02051348963672,0.070859637021725,0.055555555555556,0.022988505747127,-0.272665450564462,1.18767307612748,0.08639897040572,0.002214108149732,0.003225806451613,0,-0.054154642032118,0,0.731070898665514,0,2.78761457453209,-1.56865922529524,0.141977252294374,-0.045158161696551
Negative,Negative,C3.0,2015-04-06T04:34:17.90Z,12320,5415,0.944935302086488,-0.273354836857029,1.1378714793282,0.217262833452947,1.03236308709544,0.065194013264499,0.055555555555556,0.022988505747127,-0.245021856758428,1.16835925480124,0.202887711635302,0.002037077836546,0.003225806451613,0,0.002926302011637,0,0.698502858964186,0,2.87386302933643,-1.47937203834863,0.157928986070957,0.004187349554903
Negative,Negative,C3.0,2015-04-06T05:34:17.90Z,12320,5415,1.02279722225757,-0.08207206430442,1.13834522334569,0.20918615006542,1.08906675976255,0.059981387771272,0.055555555555556,0.022988505747127,-0.126899662636093,1.03824516582634,0.179836534468688,0.001874202085679,0.003225806451613,0,-0.021730693255644,0,0.773525664704744,0,2.85143500172528,-1.22438161569521,0.295415179511686,0.012069494446982
Negative,Negative,C3.0,2015-04-06T06:34:17.90Z,12320,5415,0.992240377299284,-0.199995332963556,1.05234502957584,0.197050848651296,1.08975681382708,0.055185540800675,0.055555555555556,0.022988505747127,-0.090192852908207,0.974998679647952,-0.025334257567009,0.001724349160816,0.003225806451613,0,-0.0828800415185,0,0.532754799769931,0,2.6657350483394,-1.08305246450674,0.227505228036521,-0.043105519797572
Negative,Negative,C3.0,2015-04-06T07:34:17.90Z,12320,5415,0.898911572186686,-0.242178170781052,1.06108953317918,0.191942218215341,1.06102962525743,0.05077314858196,0.055555555555556,0.022988505747127,-0.213423622652472,1.03237740253061,0.189837259829024,0.00158647781428,0.003225806451613,0,-0.027648372119791,0,0.524612789844599,0,2.48998024481167,-1.20537895104993,0.183903271085081,0.010591592279717
Negative,Negative,C3.0,2015-04-06T08:34:17.90Z,12320,5415,0.928380520073781,-0.315885829086758,1.18611124663835,0.188701691568012,1.07818074616974,0.046713551765977,0.055555555555556,0.022988505747127,-0.295338322763056,1.08050399974571,0.3062388702947,0.001459630051961,0.003225806451613,0,-0.001758527089146,0,0.644998222312005,0,2.39848486611665,-1.18850458484493,0.132703084626962,0.045075976182564
Negative,Negative,C3.0,2015-04-06T09:34:17.90Z,12320,5415,0.94262389474367,-0.230778921477336,1.2710525737689,0.193325365745958,1.08313402786445,0.042978542389785,0.055555555555556,0.022988505747127,-0.282087884632569,1.05082120597304,0.209342125079115,0.001342924476732,0.003225806451613,0,0.094157184500576,0,0.785157107455218,0,2.41048763318684,-1.09227509108124,0.181254296459317,0.126114278354253
Negative,Negative,C3.0,2015-04-06T10:34:17.90Z,12320,5415,0.903492506325125,-0.176230986631867,1.15983667459173,0.171169534160305,1.07488049861597,0.039542167874631,0.055555555555556,0.022988505747127,-0.182365586827526,0.899602167042638,-0.023524123432314,0.001235550164086,0.003225806451613,0,0.106732252086889,0,0.626387913911247,0,2.46439720414208,-0.847824813084402,0.234579726867971,0.139908031915392
Negative,Negative,C3.0,2015-04-06T11:34:17.80Z,12320,5415,0.816986241781793,-0.126652675251319,0.98425882681167,0.142979063748319,1.10946169283098,0.036380550695389,0.055555555555556,0.022988505747127,-0.105134931802389,0.788839319518016,-0.005880892287337,0.001136761027462,0.003225806451613,0,0.008227555994103,0,0.704318580339423,0,2.46426002966127,-0.655669868191364,0.29264078517159,0.08637513119002
Negative,Negative,C3.0,2015-04-06T12:34:17.80Z,12320,5415,0.799808237340586,0.007454158182847,0.945429268403529,0.140736937026773,1.06543986164462,0.033471722468432,0.055555555555556,0.022988505747127,-0.069689498771276,0.743545857462991,0.303341547830985,0.001045870634085,0.003225806451613,0,0.014268519834586,0,0.678147834150857,0,2.43607067385644,-0.546163846062182,0.402712434241315,0.089659358228387
Negative,Negative,C3.0,2015-04-06T13:34:17.80Z,12320,5415,0.76899412616382,-0.070942353900496,0.966225758219807,0.156936553949446,1.08933788098678,0.030795471305104,0.055555555555556,0.022988505747127,-0.093015744156083,0.763457681156014,0.24019180503379,0.000962247435314,0.003225806451613,0,0.089595640376129,0,0.618245903985915,0,2.32917745969138,-0.572007469979758,0.330499621797558,0.135310114061679
Negative,Negative,C3.0,2015-04-06T14:34:17.80Z,12320,5415,0.805997583922497,-0.029248055338873,1.10092765821176,0.184244249804697,1.08856528544381,0.028333201370138,0.055555555555556,0.022988505747127,-0.16942102008181,0.850288200507205,0.416662142624505,0.000885310378352,0.003225806451613,0,0.115053987989597,0,0.734560331490656,0,2.2147396490822,-0.651666640172758,0.328089082452885,0.185066153692929
Negative,Negative,C3.0,2015-04-06T15:34:17.70Z,12320,5415,0.792910910079901,-0.168644589681463,1.1079989164229,0.183241157834953,1.10479037753851,0.026067803669163,0.055555555555556,0.022988505747127,-0.221950379552298,0.888461764346878,0.335302369589292,0.000814524868817,0.003225806451613,0,0.09952008097121,0,0.596146162760015,0,2.10256521740626,-0.728741447974001,0.229263860514396,0.158710231710039
Negative,Negative,C3.0,2015-04-06T16:34:17.70Z,12320,5415,0.758722423386269,-0.116516889540379,1.00963261797998,0.165695594587357,1.09609241151323,0.023983537167468,0.055555555555556,0.022988505747127,-0.20382918267117,0.850488254247236,0.311241852886153,0.000749399056131,0.003225806451613,0,0.047308893492743,0,0.8043489879935,0,2.06511658414728,-0.678726434627633,0.27036017965645,0.128413237281109
Negative,Negative,C3.0,2015-04-06T17:34:17.70Z,12320,5415,0.773678764514362,0.095458608965036,0.962935726635762,0.177342923429497,1.11403721288984,0.022065919413983,0.055555555555556,0.022988505747127,-0.061363914004711,0.762409917683045,0.378337331789051,0.000689480415922,0.003225806451613,0,0.088177863148261,0,0.927060709011001,0,2.1499590005234,-0.496452875350137,0.449986018873835,0.172996619326932
Negative,Negative,C3.0,2015-04-06T18:34:17.70Z,12320,5415,0.807808419010744,0.341901394281393,0.929369705496635,0.162568012141098,1.1173641703139,0.020301625910496,0.055555555555556,0.022988505747127,0.016393477969098,0.698071051729954,0.754504942757071,0.000634352605665,0.003225806451613,0,0.143101320106129,0,0.90961354488529,0,2.21532264062561,-0.338958790770083,0.681229650850902,0.203704142135658
Negative,Negative,B6.6,2015-04-06T19:34:17.70Z,12320,5415,0.829164506612608,0.194283923495138,1.02281840758905,0.167145771317422,1.13163538316128,0.119755852386117,0.111111111111111,0.03448275862069,-0.106377362920317,0.775296113088573,0.466728048460179,0.003346366338227,0.003225806451613,0,0.225640611763351,0,0.853201047545491,0,2.26059021929031,-0.424242749698086,0.509301274320766,0.27858451861041
Negative,Negative,B6.6,2015-04-06T20:34:17.70Z,12320,5415,0.769663217763056,0.148383695018005,0.948129044711185,0.165071217594496,1.12437596451992,0.11018070310702,0.111111111111111,0.03448275862069,-0.154267049845284,0.806186425479129,0.594247215040044,0.00307880565879,0.003225806451613,0,0.092246267367362,0,0.874719216633868,0,2.17742819030402,-0.502533728036626,0.459524808356099,0.190485128306233
Negative,Negative,C1.1,2015-04-06T21:34:17.80Z,12320,5415,0.783724112905882,0.114831717387609,0.974594038242627,0.172637808774221,1.13462132949354,0.101371140493546,0.055555555555556,0.03448275862069,-0.128249036560921,0.794873314518594,0.054765562703535,0.002832637950098,0.003225806451613,0,0.104759692465507,0,0.805512132268547,0,2.13775047173201,-0.447349989906742,0.442237561357682,0.212899977843084
Negative,Negative,C1.1,2015-04-06T22:34:17.80Z,12320,5415,0.776401997237931,0.192559997615216,0.946284368656106,0.178341658501277,1.1272964399998,0.093265951615691,0.055555555555556,0.03448275862069,-0.038577119049117,0.728864935339343,0.22999031961435,0.002606152724655,0.003225806451613,0,0.207209507801059,0,0.836917027694827,0,2.11017840109078,-0.325986305038908,0.52876751657586,0.278502412934451
Negative,Negative,C1.1,2015-04-06T23:34:17.80Z,12320,5415,0.802212380180765,0.303014792592607,0.937634819162451,0.167182637377118,1.13187537550003,0.085808817859106,0.055555555555556,0.03448275862069,0.002258829731209,0.69352954398414,0.55566265871425,0.00239777625799,0.003225806451613,0,0.139156200863364,0,0.667097963537906,0,2.09155696532189,-0.268420899606816,0.639427673535907,0.251571751219847
Negative,Negative,C1.1,2015-04-07T00:34:17.90Z,12320,5415,0.835280063658984,0.492349023515467,0.961162907744765,0.176010382944464,1.13704936939982,0.078947923597215,0.055555555555556,0.03448275862069,0.035350274590854,0.673214734339976,0.869657379521654,0.002206060653694,0.003225806451613,0,0.162457061390944,0,0.857853624645681,0,2.0667283842967,-0.176600024040838,0.796742585988533,0.279651892397879
Negative,Negative,C1.1,2015-04-07T01:34:17.90Z,12320,5415,0.812062286018707,0.555471664610579,0.922989815857059,0.182145230423973,1.13531760900612,0.0726355961522,0.055555555555556,0.03448275862069,0.054705925504081,0.652558106255111,0.97578115286756,0.002029673782765,0.003225806451613,0,0.235811622311104,0,0.818888291431592,0,2.02334695474303,-0.133730012601094,0.851731550410348,0.343530108294104
Negative,Negative,C1.1,2015-04-07T02:34:18.00Z,12320,5415,0.841210149710639,0.447476412093794,0.964709058792217,0.190959235005432,1.17248951586195,0.066826427617152,0.055555555555556,0.03448275862069,0.038043288910071,0.676811383953916,0.710803774544625,0.001867346801232,0.003225806451613,0,0.192661880593363,0,0.965444470087566,0,1.96662530693135,-0.141077709597268,0.747731042457424,0.310523626558522
Negative,Negative,C1.1,2015-04-07T03:34:18.00Z,12320,5415,0.801117503018378,0.457269658786248,0.948621266285148,0.171872335316521,1.17485750750485,0.061483281478792,0.055555555555556,0.03448275862069,-0.040333324351244,0.682543139491138,0.716263070827465,0.001718041994649,0.003225806451613,0,0.199812409220874,0,0.889840092209484,0,1.89217385747599,-0.165097077708897,0.728697567128704,0.337864816652923
Negative,Negative,C1.1,2015-04-07T04:34:18.00Z,12320,5415,0.808659990137045,0.625596701706545,0.972408040658157,0.17340830942188,1.1877817499015,0.056567349717645,0.055555555555556,0.03448275862069,-0.060374256794002,0.671994262602232,1.20159954060163,0.001580674941276,0.003225806451613,0,0.283153053224283,0,0.974168052150421,0,1.87245502586069,-0.081333331952517,0.837466780703451,0.388688230071641
Negative,Negative,C1.1,2015-04-07T05:34:18.00Z,12320,5415,0.874647778022416,0.806592072917082,1.03058360069903,0.160786040873764,1.22573187560406,0.052044474158103,0.055555555555556,0.03448275862069,-0.011408161849932,0.611767292586326,1.46834393680495,0.001454291151065,0.003225806451613,0,0.433005941961183,0,0.949742022374425,0,1.88322322260366,0.076718164123799,1.02741976189318,0.48836452068606
Negative,Negative,C1.1,2015-04-07T06:34:18.00Z,12320,5415,0.901710588757561,0.840464127990982,0.969508604087444,0.142693184212672,1.2739510637839,0.047883227761483,0.055555555555556,0.03448275862069,0.110484202462521,0.530166955186739,1.16226044982551,0.001338012450782,0.003225806451613,0,0.306207343799191,0,1.02127539528984,0,1.78109682164647,0.115681227712474,1.18951991883106,0.411349396636369
